observed_timestamp,PREORE_FEM_EXIT-Cond [ÂµS/cm],PREORE_FEM_EXIT-NH3 [mg/L],PREORE_FEM_EXIT-NH4+ [mg/L],PREORE_FEM_EXIT-NO3 -N [mg/L],PREORE_FEM_EXIT-ODO [mg/L],PREORE_FEM_EXIT-pH,PREORE_FEM_EXIT-Sal [psu],PREORE_FEM_EXIT-Temp [Â°C],PREORE_FEM_EXIT-Depth [m]
2020-07-19 21:20:21+00:00,151.2,0.01,0.82,29.67,11.37,7.64,0.08,16.816,0.688
2020-07-19 21:40:21+00:00,150.8,0.01,0.83,31.22,11.57,7.64,0.08,16.669,0.6890000000000001
2020-07-19 22:00:21+00:00,150.4,0.01,0.83,31.43,11.74,7.65,0.08,16.542,0.6920000000000001
2020-07-19 22:20:21+00:00,150.1,0.01,0.83,30.89,11.81,7.64,0.08,16.448,0.6940000000000001
2020-07-19 22:40:21+00:00,149.8,0.01,0.85,31.87,11.85,7.63,0.08,16.349,0.695
2020-07-19 23:00:21+00:00,149.5,0.01,0.87,30.81,11.89,7.62,0.09,16.259,0.6990000000000001
2020-07-19 23:20:21+00:00,149.2,0.01,0.89,31.17,11.94,7.62,0.08,16.163,0.6970000000000001
2020-07-19 23:40:21+00:00,148.8,0.01,0.92,31.27,11.97,7.61,0.08,16.067,0.7
2020-07-20 00:00:21+00:00,148.5,0.01,0.97,30.54,11.91,7.6,0.08,15.986,0.698
2020-07-20 00:20:21+00:00,148.3,0.01,0.97,29.48,11.85,7.59,0.09,15.913,0.701
2020-07-20 00:40:21+00:00,148.1,0.01,0.97,30.15,11.88,7.59,0.09,15.832,0.7020000000000001
2020-07-20 01:00:21+00:00,148.0,0.01,0.99,29.77,11.89,7.59,0.09,15.759,0.703
2020-07-20 01:20:21+00:00,147.8,0.01,0.98,30.18,12.01,7.59,0.09,15.68,0.7040000000000001
2020-07-20 01:40:21+00:00,147.6,0.01,0.97,30.97,12.09,7.6,0.09,15.611,0.703
2020-07-20 02:00:21+00:00,147.4,0.01,0.95,30.32,12.13,7.6,0.09,15.55,0.703
2020-07-20 02:20:21+00:00,147.2,0.01,0.95,30.4,12.16,7.6,0.09,15.478,0.703
2020-07-20 02:40:21+00:00,147.0,0.01,0.95,30.78,12.15,7.6,0.09,15.416,0.7020000000000001
2020-07-20 03:00:21+00:00,146.7,0.01,0.97,30.57,12.14,7.6,0.09,15.334,0.703
2020-07-20 03:20:21+00:00,146.3,0.01,0.98,31.07,12.21,7.61,0.09,15.249,0.705
2020-07-20 03:40:21+00:00,145.8,0.01,0.97,30.81,12.21,7.61,0.09,15.17,0.706
2020-07-20 04:00:21+00:00,145.4,0.01,0.98,30.63,12.22,7.61,0.09,15.089,0.705
2020-07-20 04:20:21+00:00,144.9,0.01,0.99,30.28,12.25,7.61,0.08,14.994000000000002,0.705
2020-07-20 04:40:21+00:00,144.3,0.01,0.99,30.75,12.28,7.61,0.08,14.9,0.7040000000000001
2020-07-20 05:00:21+00:00,143.9,0.01,0.99,31.31,12.38,7.62,0.08,14.800999999999998,0.7040000000000001
2020-07-20 05:20:21+00:00,143.6,0.01,0.95,30.72,12.43,7.62,0.08,14.74,0.703
2020-07-20 05:40:21+00:00,143.2,0.01,0.94,31.46,12.53,7.63,0.08,14.698,0.703
2020-07-20 06:00:21+00:00,142.9,0.01,0.94,32.3,12.69,7.64,0.08,14.648,0.701
2020-07-20 06:20:21+00:00,142.6,0.01,0.92,33.03,12.86,7.66,0.08,14.625,0.7
2020-07-20 06:40:21+00:00,142.7,0.01,0.89,34.59,13.1,7.7,0.08,14.617,0.7
2020-07-20 07:00:21+00:00,142.7,0.01,0.86,35.55,13.35,7.74,0.08,14.644,0.698
2020-07-20 07:20:21+00:00,142.6,0.01,0.82,37.86,13.58,7.79,0.08,14.667,0.6970000000000001
2020-07-20 07:40:21+00:00,142.8,0.01,0.77,41.6,13.72,7.83,0.08,14.732,0.695
2020-07-20 08:00:21+00:00,143.2,0.02,0.75,43.91,13.84,7.88,0.08,14.804,0.6940000000000001
2020-07-20 08:20:21+00:00,143.2,0.02,0.71,47.4,13.95,7.93,0.08,14.898,0.6940000000000001
2020-07-20 08:40:21+00:00,143.5,0.02,0.67,50.88,14.07,7.98,0.08,15.031,0.6920000000000001
2020-07-20 09:00:21+00:00,144.2,0.02,0.65,52.76,14.1,8.03,0.08,15.171,0.691
2020-07-20 09:20:21+00:00,144.2,0.02,0.64,53.7,14.01,8.05,0.08,15.300999999999998,0.693
2020-07-20 09:40:21+00:00,144.9,0.02,0.62,55.75,14.02,8.09,0.08,15.5,0.691
2020-07-20 10:00:21+00:00,145.6,0.02,0.59,57.82,14.11,8.12,0.08,15.701,0.695
2020-07-20 10:20:21+00:00,146.2,0.02,0.56,61.31,14.19,8.17,0.08,15.914,0.691
2020-07-20 10:40:21+00:00,146.6,0.03,0.54,62.47,14.24,8.22,0.08,16.156,0.688
2020-07-20 11:00:21+00:00,147.6,0.03,0.52,65.88,14.17,8.25,0.08,16.406,0.685
2020-07-20 11:20:21+00:00,148.2,0.03,0.5,64.76,14.04,8.25,0.08,16.651,0.684
2020-07-20 11:40:21+00:00,149.1,0.03,0.48,64.5,14.03,8.3,0.08,16.896,0.6809999999999999
2020-07-20 12:00:21+00:00,150.2,0.03,0.47,69.1,14.03,8.33,0.08,17.156,0.6779999999999999
2020-07-20 12:20:21+00:00,151.3,0.03,0.45,69.23,13.87,8.34,0.08,17.437,0.6759999999999999
2020-07-20 12:40:21+00:00,151.8,0.03,0.43,66.05,13.62,8.36,0.08,17.779,0.677
2020-07-20 13:00:21+00:00,153.2,0.04,0.4,70.7,13.6,8.4,0.08,18.092,0.682
2020-07-20 13:20:21+00:00,154.1,0.04,0.38,77.31,13.58,8.44,0.08,18.472,0.6859999999999999
2020-07-20 13:40:21+00:00,154.8,0.04,0.37,70.99,13.44,8.45,0.08,18.722,0.685
2020-07-20 14:00:21+00:00,155.5,0.03,0.38,68.9,13.27,8.39,0.08,18.805,0.6859999999999999
2020-07-20 14:20:21+00:00,156.7,0.03,0.38,66.92,13.16,8.37,0.08,18.941,0.6859999999999999
2020-07-20 14:40:21+00:00,156.7,0.03,0.38,65.84,12.93,8.33,0.08,19.106,0.687
2020-07-20 15:00:21+00:00,156.8,0.03,0.39,59.7,12.62,8.27,0.08,19.162,0.6859999999999999
2020-07-20 15:20:21+00:00,156.8,0.02,0.4,56.34,12.3,8.21,0.08,19.155,0.6859999999999999
2020-07-20 15:40:21+00:00,157.0,0.02,0.41,56.54,12.04,8.16,0.08,19.168,0.687
2020-07-20 16:00:21+00:00,158.0,0.02,0.42,50.46,11.98,8.11,0.08,19.193,0.687
2020-07-20 16:20:21+00:00,158.5,0.02,0.43,48.2,12.01,8.09,0.08,19.186,0.688
2020-07-20 16:40:21+00:00,157.9,0.02,0.44,50.33,11.95,8.07,0.08,19.167,0.687
2020-07-20 17:00:21+00:00,158.2,0.02,0.44,47.66,12.02,8.07,0.08,19.142,0.6890000000000001
2020-07-20 17:20:21+00:00,158.0,0.02,0.46,45.36,11.99,8.05,0.08,19.058,0.6890000000000001
2020-07-20 17:40:21+00:00,157.8,0.02,0.49,43.85,11.81,7.98,0.08,18.878,0.6920000000000001
2020-07-20 18:00:21+00:00,157.5,0.02,0.53,37.38,11.72,7.92,0.08,18.709,0.695
2020-07-20 18:20:21+00:00,157.0,0.02,0.56,35.95,11.66,7.89,0.08,18.593,0.696
2020-07-20 18:40:21+00:00,156.4,0.02,0.57,37.0,11.65,7.87,0.08,18.476,0.6990000000000001
2020-07-20 19:00:21+00:00,156.0,0.01,0.59,34.07,11.61,7.85,0.08,18.371,0.703
2020-07-20 19:20:21+00:00,155.6,0.01,0.61,33.0,11.59,7.82,0.08,18.267,0.7070000000000001
2020-07-20 19:40:21+00:00,155.6,0.01,0.63,33.07,11.43,7.78,0.08,18.174,0.711
2020-07-20 20:00:21+00:00,155.7,0.01,0.66,30.25,11.3,7.74,0.08,18.114,0.713
2020-07-20 20:20:21+00:00,155.9,0.01,0.68,28.59,11.2,7.71,0.08,18.037,0.713
2020-07-20 20:40:21+00:00,155.8,0.01,0.71,28.86,11.1,7.67,0.09,17.944000000000003,0.7140000000000001
2020-07-20 21:00:21+00:00,155.5,0.01,0.74,27.12,11.05,7.64,0.09,17.834,0.7140000000000001
2020-07-20 21:20:21+00:00,155.3,0.01,0.78,26.64,11.01,7.63,0.09,17.729,0.7120000000000001
2020-07-20 21:40:21+00:00,155.1,0.01,0.8,27.44,11.21,7.62,0.09,17.622,0.7120000000000001
2020-07-20 22:00:21+00:00,155.0,0.01,0.81,28.2,11.46,7.63,0.09,17.514,0.7120000000000001
2020-07-20 22:20:21+00:00,154.9,0.01,0.83,27.97,11.51,7.62,0.09,17.425,0.711
2020-07-20 22:40:21+00:00,154.7,0.01,0.84,28.55,11.53,7.61,0.09,17.334,0.711
2020-07-20 23:00:21+00:00,154.4,0.01,0.86,28.27,11.57,7.61,0.09,17.248,0.713
2020-07-20 23:20:21+00:00,154.1,0.01,0.88,28.16,11.56,7.61,0.09,17.167,0.718
2020-07-20 23:40:21+00:00,154.1,0.01,0.9,28.88,11.64,7.61,0.09,17.062,0.718
2020-07-21 00:00:21+00:00,154.2,0.01,0.93,28.05,11.6,7.6,0.09,16.958,0.72
2020-07-21 00:20:21+00:00,154.2,0.01,0.95,27.8,11.56,7.59,0.09,16.868,0.722
2020-07-21 00:40:21+00:00,154.0,0.01,0.97,27.79,11.48,7.58,0.09,16.785999999999998,0.723
2020-07-21 01:00:21+00:00,153.6,0.01,0.99,28.18,11.59,7.59,0.09,16.709,0.723
2020-07-21 01:20:21+00:00,153.2,0.01,1.0,27.94,11.61,7.59,0.09,16.637,0.723
2020-07-21 01:40:21+00:00,153.0,0.01,0.98,28.49,11.67,7.59,0.09,16.559,0.7240000000000001
2020-07-21 02:00:21+00:00,152.7,0.01,0.97,28.57,11.7,7.6,0.09,16.493,0.7240000000000001
2020-07-21 02:20:21+00:00,152.4,0.01,0.97,28.43,11.72,7.59,0.09,16.428,0.7240000000000001
2020-07-21 02:40:21+00:00,152.1,0.01,0.96,29.16,11.79,7.6,0.09,16.355999999999998,0.725
2020-07-21 03:00:21+00:00,151.8,0.01,0.96,28.91,11.88,7.6,0.09,16.284000000000002,0.728
2020-07-21 03:20:21+00:00,151.5,0.01,0.96,28.91,11.89,7.6,0.09,16.218,0.728
2020-07-21 03:40:21+00:00,151.2,0.01,0.94,29.42,11.9,7.6,0.09,16.156,0.731
2020-07-21 04:00:21+00:00,150.9,0.01,0.96,28.74,11.86,7.6,0.09,16.088,0.732
2020-07-21 04:20:21+00:00,150.5,0.01,0.95,28.6,11.86,7.6,0.09,16.016,0.7340000000000001
2020-07-21 04:40:21+00:00,149.9,0.01,0.94,29.08,11.85,7.6,0.09,15.953,0.735
2020-07-21 05:00:21+00:00,149.4,0.01,0.95,29.19,11.9,7.6,0.09,15.873,0.737
2020-07-21 05:20:21+00:00,148.9,0.01,0.94,29.23,11.95,7.61,0.09,15.807,0.738
2020-07-21 05:40:21+00:00,148.4,0.01,0.92,30.05,12.11,7.62,0.09,15.758,0.737
2020-07-21 06:00:21+00:00,148.3,0.01,0.92,30.04,12.17,7.62,0.09,15.751,0.738
2020-07-21 06:20:21+00:00,148.1,0.01,0.87,31.23,12.42,7.65,0.09,15.73,0.735
2020-07-21 06:40:21+00:00,148.1,0.01,0.84,33.01,12.61,7.68,0.09,15.734000000000002,0.736
2020-07-21 07:00:21+00:00,148.2,0.01,0.81,33.37,12.82,7.71,0.09,15.751,0.737
2020-07-21 07:20:21+00:00,148.3,0.01,0.83,37.83,13.16,7.76,0.09,15.78,0.73
2020-07-21 07:40:21+00:00,148.4,0.02,0.79,40.39,13.37,7.81,0.09,15.842,0.728
2020-07-21 08:00:21+00:00,148.3,0.02,0.76,44.1,13.54,7.87,0.08,15.944,0.726
2020-07-21 08:20:21+00:00,148.3,0.02,0.73,47.74,13.63,7.91,0.08,16.06,0.723
2020-07-21 08:40:21+00:00,148.6,0.02,0.69,51.56,13.78,7.97,0.08,16.205,0.722
2020-07-21 09:00:21+00:00,149.0,0.02,0.67,55.96,13.78,8.01,0.08,16.369,0.718
2020-07-21 09:20:21+00:00,149.4,0.02,0.63,61.34,13.95,8.08,0.08,16.534000000000002,0.716
2020-07-21 09:40:21+00:00,150.4,0.02,0.59,63.69,13.92,8.12,0.08,16.736,0.7140000000000001
2020-07-21 10:00:21+00:00,151.4,0.03,0.58,64.48,13.91,8.14,0.08,16.928,0.7140000000000001
2020-07-21 10:20:21+00:00,152.2,0.03,0.55,78.63,14.18,8.24,0.08,17.136,0.7120000000000001
2020-07-21 10:40:21+00:00,152.7,0.03,0.54,65.11,13.78,8.19,0.08,17.27,0.71
2020-07-21 11:00:21+00:00,153.1,0.03,0.54,67.88,13.66,8.21,0.08,17.45,0.7070000000000001
2020-07-21 11:20:21+00:00,153.5,0.03,0.52,73.12,13.73,8.26,0.08,17.677,0.7090000000000001
2020-07-21 11:40:21+00:00,153.8,0.03,0.49,71.26,13.72,8.3,0.08,17.852,0.7090000000000001
2020-07-21 12:00:21+00:00,154.1,0.03,0.51,70.37,13.56,8.29,0.08,17.909000000000002,0.71
2020-07-21 12:20:21+00:00,154.3,0.04,0.5,73.38,13.61,8.32,0.08,18.008,0.713
2020-07-21 12:40:21+00:00,154.8,0.04,0.48,68.38,13.56,8.32,0.08,18.241,0.713
2020-07-21 13:00:21+00:00,155.9,0.03,0.47,67.43,13.37,8.29,0.08,18.535,0.711
2020-07-21 13:20:21+00:00,156.3,0.03,0.43,71.42,13.19,8.32,0.08,18.667,0.715
2020-07-21 13:40:21+00:00,156.5,0.03,0.45,62.99,12.78,8.26,0.08,18.741,0.738
2020-07-21 14:00:21+00:00,156.1,0.02,0.46,57.69,12.38,8.16,0.08,18.805,0.742
2020-07-21 14:20:21+00:00,156.1,0.02,0.47,54.37,12.22,8.11,0.08,18.806,0.741
2020-07-21 14:40:21+00:00,156.1,0.02,0.5,78.02,11.99,8.1,0.08,18.735,0.74
2020-07-21 15:00:21+00:00,156.0,0.02,0.52,54.13,11.28,8.03,0.08,18.672,0.743
2020-07-21 15:20:21+00:00,156.3,0.02,0.52,49.18,10.97,7.98,0.08,18.685,0.742
2020-07-21 15:40:21+00:00,156.4,0.02,0.52,45.79,10.91,7.92,0.08,18.671,0.74
2020-07-21 16:00:21+00:00,155.6,0.02,0.52,41.63,11.18,7.9,0.08,18.584,0.746
2020-07-21 16:20:21+00:00,155.4,0.02,0.57,39.85,11.32,7.87,0.08,18.471,0.741
2020-07-21 16:40:21+00:00,155.3,0.01,0.59,39.27,11.41,7.84,0.08,18.307,0.742
2020-07-21 17:00:21+00:00,154.8,0.01,0.58,39.25,11.67,7.84,0.08,18.186,0.7390000000000001
2020-07-21 17:20:21+00:00,154.2,0.01,0.6,37.2,11.79,7.82,0.08,18.008,0.737
2020-07-21 17:40:21+00:00,153.6,0.01,0.63,37.04,11.82,7.79,0.08,17.820999999999998,0.733
2020-07-21 18:00:21+00:00,153.3,0.01,0.66,35.19,11.85,7.77,0.08,17.683,0.7290000000000001
2020-07-21 18:20:21+00:00,152.8,0.01,0.67,35.35,11.91,7.77,0.08,17.531,0.726
2020-07-21 18:40:21+00:00,152.2,0.01,0.7,35.18,11.85,7.75,0.08,17.394000000000002,0.723
2020-07-21 19:00:21+00:00,151.7,0.01,0.72,34.46,11.74,7.74,0.08,17.242,0.725
2020-07-21 19:20:21+00:00,151.4,0.01,0.74,34.1,11.7,7.73,0.08,17.134,0.728
2020-07-21 19:40:21+00:00,151.1,0.01,0.76,34.06,11.6,7.71,0.08,17.059,0.73
2020-07-21 20:00:21+00:00,150.9,0.01,0.78,32.69,11.4,7.68,0.08,16.977,0.731
2020-07-21 20:20:21+00:00,150.3,0.01,0.79,32.27,11.35,7.67,0.08,16.889,0.731
2020-07-21 20:40:21+00:00,148.9,0.01,0.8,31.55,11.31,7.65,0.08,16.816,0.7340000000000001
2020-07-21 21:00:21+00:00,147.5,0.01,0.82,29.92,11.24,7.63,0.08,16.712,0.7340000000000001
2020-07-21 21:20:21+00:00,146.8,0.01,0.88,29.7,11.33,7.61,0.08,16.584,0.736
2020-07-21 21:40:21+00:00,147.2,0.01,0.91,30.62,11.49,7.62,0.08,16.452,0.736
2020-07-21 22:00:21+00:00,147.6,0.01,0.91,30.37,11.52,7.62,0.08,16.336,0.7340000000000001
2020-07-21 22:20:21+00:00,147.7,0.01,0.89,30.64,11.62,7.62,0.08,16.226,0.735
2020-07-21 22:40:21+00:00,147.5,0.01,0.89,30.56,11.61,7.61,0.08,16.137,0.738
2020-07-21 23:00:21+00:00,147.1,0.01,0.9,30.29,11.6,7.61,0.08,16.05,0.7390000000000001
2020-07-21 23:20:21+00:00,146.8,0.01,0.9,30.34,11.57,7.6,0.08,15.972,0.737
2020-07-21 23:40:21+00:00,146.7,0.01,0.92,30.69,11.75,7.61,0.08,15.88,0.738
2020-07-22 00:00:21+00:00,146.5,0.01,0.93,30.3,11.7,7.61,0.08,15.81,0.738
2020-07-22 00:20:21+00:00,146.4,0.01,0.95,30.07,11.75,7.61,0.08,15.725,0.737
2020-07-22 00:40:21+00:00,146.1,0.01,0.98,29.8,11.72,7.6,0.08,15.639,0.738
2020-07-22 01:00:21+00:00,145.7,0.01,0.99,29.42,11.67,7.6,0.08,15.562,0.737
2020-07-22 01:20:21+00:00,145.4,0.01,1.02,29.29,11.69,7.6,0.08,15.482,0.7390000000000001
2020-07-22 01:40:21+00:00,145.1,0.01,1.07,29.89,11.74,7.6,0.08,15.407,0.737
2020-07-22 02:00:21+00:00,144.8,0.01,1.11,29.62,11.79,7.6,0.08,15.334,0.7340000000000001
2020-07-22 02:20:21+00:00,144.7,0.01,1.12,29.9,11.71,7.59,0.08,15.28,0.733
2020-07-22 02:40:21+00:00,144.7,0.01,1.14,30.64,11.81,7.6,0.08,15.193,0.73
2020-07-22 03:00:21+00:00,144.6,0.01,1.17,30.16,11.81,7.6,0.08,15.129,0.7290000000000001
2020-07-22 03:20:21+00:00,144.4,0.01,1.16,30.61,11.85,7.6,0.08,15.047,0.727
2020-07-22 03:40:21+00:00,144.2,0.01,1.15,30.14,11.9,7.6,0.08,14.986,0.727
2020-07-22 04:00:21+00:00,143.9,0.01,1.14,30.36,11.93,7.6,0.08,14.909,0.727
2020-07-22 04:20:21+00:00,143.7,0.01,1.13,29.77,11.85,7.59,0.08,14.842,0.726
2020-07-22 04:40:21+00:00,143.3,0.01,1.13,30.34,11.91,7.6,0.08,14.773,0.725
2020-07-22 05:00:21+00:00,143.0,0.01,1.12,30.4,11.94,7.61,0.08,14.703,0.722
2020-07-22 05:20:21+00:00,142.7,0.01,1.09,30.18,12.04,7.62,0.08,14.643,0.721
2020-07-22 05:40:21+00:00,142.5,0.01,1.05,30.97,12.09,7.63,0.08,14.624,0.7190000000000001
2020-07-22 06:00:21+00:00,142.3,0.01,1.02,31.71,12.24,7.65,0.08,14.57,0.72
2020-07-22 06:20:21+00:00,142.1,0.01,1.01,32.47,12.39,7.67,0.08,14.527,0.722
2020-07-22 06:40:21+00:00,142.0,0.01,0.96,34.21,12.66,7.7,0.08,14.513,0.7240000000000001
2020-07-22 07:00:21+00:00,142.0,0.01,0.93,35.44,12.79,7.73,0.08,14.517,0.725
2020-07-22 07:20:21+00:00,142.0,0.01,0.87,38.92,13.03,7.78,0.08,14.571,0.725
2020-07-22 07:40:21+00:00,142.2,0.01,0.83,41.69,13.27,7.82,0.08,14.657,0.725
2020-07-22 08:00:21+00:00,142.4,0.01,0.77,43.73,13.3,7.85,0.08,14.749,0.7240000000000001
2020-07-22 08:20:21+00:00,142.7,0.02,0.74,45.81,13.38,7.89,0.08,14.874,0.722
2020-07-22 08:40:21+00:00,142.8,0.02,0.72,47.7,13.54,7.93,0.08,14.944,0.721
2020-07-22 09:00:21+00:00,143.1,0.02,0.68,50.17,13.52,7.97,0.08,15.101,0.72
2020-07-22 09:20:21+00:00,143.5,0.02,0.64,54.33,13.67,8.02,0.08,15.272,0.7190000000000001
2020-07-22 09:40:21+00:00,144.2,0.02,0.59,59.82,13.87,8.1,0.08,15.508,0.716
2020-07-22 10:00:21+00:00,144.4,0.02,0.58,62.7,14.02,8.16,0.08,15.61,0.7140000000000001
2020-07-22 10:20:21+00:00,144.8,0.03,0.57,68.0,13.95,8.18,0.08,15.764,0.713
2020-07-22 10:40:21+00:00,145.5,0.03,0.53,65.86,13.98,8.24,0.08,16.092,0.708
2020-07-22 11:00:21+00:00,146.5,0.03,0.5,70.2,13.96,8.26,0.08,16.375,0.7020000000000001
2020-07-22 11:20:21+00:00,146.9,0.03,0.5,71.61,13.88,8.27,0.08,16.506,0.698
2020-07-22 11:40:21+00:00,147.1,0.03,0.5,64.76,13.74,8.28,0.08,16.582,0.6990000000000001
2020-07-22 12:00:21+00:00,147.9,0.03,0.48,66.03,13.61,8.27,0.08,16.797,0.696
2020-07-22 12:20:21+00:00,148.1,0.03,0.47,62.54,13.46,8.25,0.08,16.921,0.6940000000000001
2020-07-22 12:40:21+00:00,148.8,0.03,0.44,59.43,13.18,8.25,0.08,17.2,0.6890000000000001
2020-07-22 13:00:21+00:00,149.8,0.03,0.41,65.17,13.13,8.31,0.08,17.472,0.684
2020-07-22 13:20:21+00:00,150.6,0.03,0.4,63.14,13.11,8.3,0.08,17.675,0.684
2020-07-22 13:40:21+00:00,151.6,0.03,0.42,56.24,13.1,8.26,0.08,17.754,0.6859999999999999
2020-07-22 14:00:21+00:00,152.5,0.02,0.44,56.18,13.0,8.2,0.08,17.764,0.687
2020-07-22 14:20:21+00:00,152.1,0.02,0.45,53.97,12.95,8.17,0.08,17.805999999999997,0.687
2020-07-22 14:40:21+00:00,151.5,0.02,0.46,53.85,12.76,8.15,0.08,17.788,0.691
2020-07-22 15:00:21+00:00,150.8,0.02,0.48,51.56,12.34,8.14,0.08,17.727999999999998,0.705
2020-07-22 15:20:21+00:00,151.2,0.02,0.49,47.31,12.04,8.08,0.08,17.721,0.708
2020-07-22 15:40:21+00:00,151.0,0.02,0.5,46.12,11.95,8.04,0.08,17.669,0.701
2020-07-22 16:00:21+00:00,150.0,0.02,0.51,42.05,11.91,7.99,0.08,17.584,0.6920000000000001
2020-07-22 16:20:21+00:00,149.6,0.02,0.52,41.18,11.95,7.97,0.08,17.447,0.6859999999999999
2020-07-22 16:40:21+00:00,149.7,0.02,0.53,41.78,11.89,7.97,0.08,17.399,0.684
2020-07-22 17:00:21+00:00,149.4,0.02,0.55,39.09,12.03,7.95,0.08,17.319000000000003,0.688
2020-07-22 17:20:21+00:00,148.6,0.02,0.6,37.04,12.01,7.9,0.08,17.197,0.6920000000000001
2020-07-22 17:40:21+00:00,147.1,0.01,0.66,34.6,11.89,7.84,0.08,17.076,0.693
2020-07-22 18:00:21+00:00,146.8,0.01,0.7,32.77,11.88,7.81,0.08,16.995,0.6970000000000001
2020-07-22 18:20:21+00:00,147.1,0.01,0.72,31.95,11.66,7.78,0.08,16.956,0.701
2020-07-22 18:40:21+00:00,147.2,0.01,0.72,32.62,11.6,7.77,0.08,16.954,0.708
2020-07-22 19:00:21+00:00,148.0,0.01,0.72,32.72,11.47,7.76,0.08,16.926,0.705
2020-07-22 19:20:21+00:00,149.5,0.01,0.71,33.34,11.53,7.77,0.08,16.864,0.7090000000000001
2020-07-22 19:40:21+00:00,150.5,0.01,0.73,32.85,11.42,7.75,0.08,16.799,0.713
2020-07-22 20:00:21+00:00,150.2,0.01,0.74,30.87,11.24,7.72,0.08,16.733,0.71
2020-07-22 20:20:21+00:00,148.8,0.01,0.75,30.92,11.33,7.7,0.08,16.682000000000002,0.706
2020-07-22 20:40:21+00:00,147.1,0.01,0.77,30.39,11.37,7.69,0.08,16.648,0.7020000000000001
2020-07-22 21:00:21+00:00,146.0,0.01,0.8,29.17,11.34,7.67,0.08,16.608,0.708
2020-07-22 21:20:21+00:00,144.9,0.01,0.81,28.19,11.36,7.65,0.08,16.561,0.7070000000000001
2020-07-22 21:40:21+00:00,143.5,0.01,0.82,28.55,11.35,7.64,0.08,16.55,0.7040000000000001
2020-07-22 22:00:21+00:00,140.8,0.01,0.84,27.18,11.31,7.61,0.08,16.585,0.705
2020-07-22 22:20:21+00:00,139.7,0.01,0.85,27.03,11.3,7.6,0.08,16.587,0.7040000000000001
2020-07-22 22:40:21+00:00,140.1,0.01,0.86,27.94,11.36,7.61,0.08,16.535,0.706
2020-07-22 23:00:21+00:00,140.9,0.01,0.87,27.89,11.45,7.62,0.08,16.449,0.7120000000000001
2020-07-22 23:20:21+00:00,141.9,0.01,0.87,28.04,11.47,7.62,0.08,16.347,0.7120000000000001
2020-07-22 23:40:21+00:00,142.7,0.01,0.9,28.57,11.53,7.63,0.08,16.256,0.713
2020-07-23 00:00:21+00:00,142.9,0.01,0.91,28.59,11.53,7.62,0.08,16.19,0.711
2020-07-23 00:20:21+00:00,143.0,0.01,0.94,27.82,11.43,7.61,0.08,16.151,0.7090000000000001
2020-07-23 00:40:21+00:00,143.1,0.01,0.96,28.95,11.46,7.62,0.08,16.105,0.7070000000000001
2020-07-23 01:00:21+00:00,143.5,0.01,0.96,28.26,11.44,7.61,0.08,16.072,0.705
2020-07-23 01:20:21+00:00,143.9,0.01,0.94,28.78,11.55,7.62,0.08,16.003,0.705
2020-07-23 01:40:21+00:00,144.1,0.01,0.96,29.17,11.54,7.62,0.08,15.944,0.701
2020-07-23 02:00:21+00:00,143.9,0.01,0.93,29.54,11.59,7.63,0.08,15.873,0.701
2020-07-23 02:20:21+00:00,143.7,0.01,0.93,29.13,11.65,7.62,0.08,15.819,0.6990000000000001
2020-07-23 02:40:21+00:00,143.3,0.01,0.94,29.15,11.67,7.63,0.08,15.752,0.6990000000000001
2020-07-23 03:00:21+00:00,143.1,0.01,0.94,29.45,11.66,7.63,0.08,15.679,0.698
2020-07-23 03:20:21+00:00,143.0,0.01,0.94,29.27,11.62,7.62,0.08,15.617,0.6990000000000001
2020-07-23 03:40:21+00:00,142.9,0.01,0.94,29.67,11.8,7.63,0.08,15.553,0.7
2020-07-23 04:00:21+00:00,142.8,0.01,0.93,29.52,11.84,7.62,0.08,15.461,0.701
2020-07-23 04:20:21+00:00,142.8,0.01,0.94,29.23,11.72,7.62,0.08,15.396,0.7040000000000001
2020-07-23 04:40:21+00:00,142.6,0.01,0.95,29.37,11.71,7.62,0.08,15.322,0.703
2020-07-23 05:00:21+00:00,142.4,0.01,0.94,28.45,11.74,7.62,0.08,15.235,0.701
2020-07-23 05:20:21+00:00,142.1,0.01,0.93,28.62,11.85,7.62,0.08,15.161,0.7
2020-07-23 05:40:21+00:00,141.9,0.01,0.92,29.4,11.9,7.63,0.08,15.073,0.698
2020-07-23 06:00:21+00:00,141.8,0.01,0.91,30.72,11.96,7.63,0.08,15.058,0.696
2020-07-23 06:20:21+00:00,141.5,0.01,0.88,31.91,12.22,7.66,0.08,15.041,0.6940000000000001
2020-07-23 06:40:21+00:00,141.2,0.01,0.86,32.64,12.35,7.69,0.08,15.06,0.6920000000000001
2020-07-23 07:00:21+00:00,141.1,0.01,0.83,34.91,12.66,7.72,0.08,15.072,0.688
2020-07-23 07:20:21+00:00,141.2,0.01,0.8,37.46,12.85,7.76,0.08,15.095,0.687
2020-07-23 07:40:21+00:00,141.2,0.01,0.77,39.87,13.03,7.8,0.08,15.175999999999998,0.685
2020-07-23 08:00:21+00:00,141.5,0.01,0.73,43.15,13.24,7.86,0.08,15.235,0.684
2020-07-23 08:20:21+00:00,141.8,0.02,0.7,45.16,13.34,7.91,0.08,15.345,0.6829999999999999
2020-07-23 08:40:21+00:00,142.3,0.02,0.67,49.12,13.48,7.96,0.08,15.507,0.6809999999999999
